,Country,Date,Year,Type,Area,Location,Activity,Sex ,Age,Injury,Fatal_Y_N,Time,Species ,Month
1801,AUSTRALIA,1/2/2003,2003.0,Unprovoked,Western Australia,Left break at the ‘Hot Spot’ at Sheringa Beach,Surfing,F,0,"No injury, but her surfboard was bitten",N,13h00,"Bronze whaler shark, 2.5 m [8.25'] ",01
1802,AUSTRALIA,12/29/2002,2002.0,Unprovoked,Queensland,Great Barrier Reef  (near Upolu Bay),Snorkeling,F,18,Left arm lacerated,N,,Reported to involve a hammerhead shark,12
1803,SOUTH AFRICA,12/24/2002,2002.0,Unprovoked,Western Cape Province,Scarborough,Snorkeling,M,25,Forearms lacerated,N,Just after 12h00,"White shark, 4 m white shark",12
1804,AUSTRALIA,12/21/2002,2002.0,Unprovoked,Queensland,Depth of 40 m on the wreck of the St. Paul off Brisbane,Scuba diving,M,26,Groin bitten,N,,"Wobbegong shark, 1m",12
1806,AUSTRALIA,12/16/2002,2002.0,Unprovoked,Queensland,Miami Lake,Swimming,M,23,FATAL,Y,02h30,Bull shark,12
1807,BRAZIL,12/1/2002,2002.0,Unprovoked,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,19,FATAL,Y,,,12
1808,MICRONESIA,11/28/2002,2002.0,Unprovoked,Caroline Islands,"Pision Reef, Truk",Scuba diving,M,0,Minor injury to right calf,N,Afternoon,Blacktip shark,11
1809,USA,11/28/2002,2002.0,Unprovoked,California,"Salmon Creek, Sonoma County",Body boarding,M,48,Both legs severely lacerated,N,09h45,3 m to 4.5 m [10' to 15'] white shark,11
1810,USA,11/17/2002,2002.0,Unprovoked,Hawaii,Ka'anapali,Swimming,F,34,Right shoulder forarm & wrist bitten,N,10h45,2.4 m to 3 m [8' to 10'] grey colored shark,11
1811,TURKS & CAICOS,11/14/2002,2002.0,Unprovoked,Caicos Bank,French Cay,Snorkeling,F,41,"Right upper am, shoulder & back severely  bitten",N,08h40,1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark ,11
1812,USA,11/11/2002,2002.0,Unprovoked,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,21,1.5-inch laceration,N,13h40,6' shark,11
1813,USA,11/2/2002,2002.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,16,Puncture wounds on right foot,N,13h25,3' to 4' shark,11
1814,FRENCH POLYNESIA,11/2/2022,2002.0,Unprovoked,Society Islands,Tetiaroa,"Fishing, standing in 2' of water",M,52,Shin bruised,N,,,11
1815,USA,10/30/2002,2002.0,Unprovoked,Hawaii,"Kama'ole Beach Park I, Kihei, Maui",Swimming,F,60,Left foot bitten ,N,11h56,A “small” shark,10
1816,BRAZIL,10/14/2002,2002.0,Unprovoked,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City, Recife",Swimming,M,36,"FATAL, body not recovered",Y,16h00,Possibly a bull shark or tiger shark,10
1817,USA,10/11/2002,2002.0,Unprovoked,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",Surfing,M,21,Left foot bitten,N,Sunset,,10
1818,USA,10/5/2002,2002.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Abrasions on right hand & deep laceration on middle finger,N,12h00,Blacktip or spinner shark,10
1819,USA,10/5/2002,2002.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,35,Heel & back of right knee lacerated,N,13h30,3.5' to 4.5' shark,10
1820,USA,10/3/2002,2002.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Left hand lacerated and abraded,N,14h35,3.5' to 4' shark,10
1821,USA,9/30/2002,2002.0,Unprovoked,Florida,"Ormond Beach, Volusia County",Surfing,M,47,Right hand severely lacerated,N,16h20,4' to 5' shark,09
1822,USA,9/29/2002,2002.0,Unprovoked,Florida,"Sebastian Inlet, Brevard County",Surfing,M,32,Left hand bitten,N,07h30,,09
1823,USA,9/27/2002,2002.0,Unprovoked,Hawaii,"Kahala, O'ahu",Fishing from Surfboard,M,55,"No injury, surfboard bitten ",N,15h35,1.2 m [4'] blacktip shark,09
1826,USA,9/21/2002,2002.0,Unprovoked,Oregon,Cape Kiwanda,Boogie boarding or Surfing,M,24, Ankle lacerated,N, ,2.4 m [8'] shark,09
1827,USA,9/21/2002,2002.0,Unprovoked,California,"Moonstone Beach, Humboldt County",Surfing,M,35,No injury,N,Early Morning,3 m to 3.7 m [10' to 12'] shark,09
1828,BRAZIL,9/16/2002,2002.0,Unprovoked,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City",Swimming,M,19,"Left thigh bitten, leg surgically amputated",N,15h00,Bull or tiger shark,09
1829,USA,9/16/2002,2002.0,Unprovoked,Hawaii,"Hideaways Beach, Princeville, Kaua'i",Body boarding,UNKNOWN,0,"No injury, shark fin seen just before board ripped away & dragged out to sea",N,07h50,,09
1830,SOUTH AFRICA,9/13/2002,2002.0,Unprovoked,Western Cape Province,"Glencairn, False Bay",Surf skiing,M,47,No injury,N,16h00,White shark,09
1831,USA,9/9/2002,2002.0,Unprovoked,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Boogie boarding,M,20,Bitten above & below right knee,N,15h55,4' to 6' shark,09
1833,USA,8/28/2002,2002.0,Unprovoked,Hawaii,"Kewalo Basin Channel, O'ahu",Surfing,M,16,Left foot lacerated ,N,15h45,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",08
1834,USA,8/17/2002,2002.0,Unprovoked,Alabama,"Gulf of Mexico, 65 miles offshore from Mobile",Swimming,F,29,Both arms & leg bitten,N,17h00,,08
1835,USA,8/14/2002,2002.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27,Big toe bitten,N,14h45,0.9 m  to 1.2 m [3' to 4'] shark,08
1836,USA,8/11/2002,2002.0,Unprovoked,Florida,"Vero Beach, Indian River County",Surfing,M,15,Lacerations on heel & dorsum of right foot,N,15h30,"Nurse shark, 1.5 m [5'] ",08
1837,USA,8/7/2002,2002.0,Unprovoked,Florida,"Ponce De Leon Inlet, Volusia County",Standing,M,15,Ankle & leg lacerated,N,12h30,,08
1839,USA,8/5/2002,2002.0,Unprovoked,North Carolina,"Topsail Beach, Pender County",Standing,M,14,Leg lacerated,N,11h00,1.2 m to 1.5 m [4' to 5'] shark,08
1840,USA,7/26/2002,2002.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Surfing,M,13,Heel bitten,N,19h00,1.2 m [4'] blacktip or sandbar shark,07
1841,USA,7/20/2002,2002.0,Unprovoked,North Carolina,"Emerald Isle, Carteret County",Swimming,F,15,Calf bitten,N,17h00,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",07
1844,BRAZIL,7/10/2002,2002.0,Unprovoked,Pernambuco,"Piedade Beach, Recife",Surfing,M,22,Right hand severed,N,15h00,Bull or tiger shark,07
1845,USA,7/4/2002,2002.0,Unprovoked,North Carolina,"Wrightsville Beach, New Hanover County",Standing,F,9,"Calf, foot & hand bitten",N,17h15,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark",07
1846,AUSTRALIA,6/20/2002,2002.0,Unprovoked,Queensland,Sunshine Beach,Surfing,M,30,minor injury to foot,N,10h00,,06
1847,USA,6/20/2002,2002.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Swimming,F,11,Small lacerations on right lower leg,N,14h25,,06
1849,PAPUA NEW GUINEA,Reported 13-Jun-2002,2002.0,Unprovoked,Louisiade Archipelago,"Brooker Island , Calvados Chain",other,UNKNOWN,0,"Arm severely lacerated, surgically amputated",N,,,06
1850,PAPUA NEW GUINEA,Reported 13-Jun-2002,2002.0,Unprovoked,Louisiade Archipelago,"Gawa Reefs, Sudest Island",Attempting to retreive a dinghy,UNKNOWN,0,FATAL,Y,,,06
1851,USA,6/11/2002,2002.0,Unprovoked,Hawaii,"Anini Beach, Kaua'i",Sitting on surfboard,UNKNOWN,0,"No injury, shark bit side of surfboard",N,13h345,"Tiger shark, 2.4 m to 2.7 m [8' to 9']  ",06
1852,USA,6/10/2002,2002.0,Unprovoked,Florida,"St Augustine Beach, St Johns County",Surfing,M,28,Right hand lacerated,N,13h00,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,06
1853,USA,6/9/2002,2002.0,Unprovoked,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,50,6-inch gash on right foot,N,10h40,  ,06
1854,USA,6/9/2002,2002.0,Unprovoked,Florida,"Jensen Beach, Martin County ",Swimming,M,10,Right calf lacerated,N,13h00,,06
1855,SOUTH AFRICA,6/3/2002,2002.0,Unprovoked,KwaZulu-Natal between Port Edward and Port St Johns,Off Mkhambati ,Snorkeling (filming the sardine run),M,50,Upper arm bitten,N,  ,1.5 to 2.5 m [5' to 8.25'] copper shark,06
1856,USA,5/31/2002,2002.0,Unprovoked,California,"Stinson Beach, Marin County",Surfing,M,24,Lacerated leg & back,N,14h15,3.7 m to 4.3 m [12' to 14'] white shark,05
1857,USA,5/31/2002,2002.0,Unprovoked,Florida,"St. George Island (near Apachicola), Franklin County",Floating on a raft,M,16,Lacerated foot,N,16h15,1 m  shark,05
1859,USA,5/22/2002,2002.0,Unprovoked,Florida,"Atlantic Avenue, Palm Beach County",Playing in the surf with his 2 dogs,M,35,"2-inch wound on dorsum of right foot, 1-inch wound on sole",N,06h47,,05
1860,COSTA RICA,Reported 21-May-2002,2002.0,Unprovoked,Guanacaste,Playa Grande,Surfing,M,0,Toothmarks in board & his swim trunks,N,,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",05
1861,PAPUA NEW GUINEA,5/21/2002,2002.0,Unprovoked,Milne Bay Province,Tewatewa Island,Collecting beche-de-mer,M,14,Wrist lacerated,N,,,05
1862,USA,5/13/2002,2002.0,Unprovoked,Florida,"Ten Thousand Islands National Wildlife Refuge, Collier County",Fishing,M,31,Laceration to arm.,N,,2.1 m to 2.4 m [7' to 8'] shark,05
1863,BRAZIL,5/10/2002,2002.0,Unprovoked,Pernambuco,"Pina, Recife",Surfing,M,40,Leg injured,N,17h00,,05
1865,AUSTRALIA,4/30/2002,2002.0,Unprovoked,South Australia,"Smoky Bay, near Ceduna, on the Eyre Peninsula",Scallop diving (using surface-supplied air & a POD) ,M,23,"FATAL, torso & leg bitten  ",Y,12h40,"White shark, 6m [20']",04
1867,USA,4/20/2002,2002.0,Unprovoked,Florida,"St. Augustine Beach, St. Johns County","Surfing, but standing in water alongside board",M,34,Left foot bitten,N,10h30,1.2 m [4'] shark,04
1868,USA,4/18/2002,2002.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,28,Left foot bitten,N,11h10,,04
1869,AUSTRALIA,4/12/2002,2002.0,Unprovoked,New South Wales,"Bar Beach, Newcastle",Swimming,M,45,Foot bitten,N,18h30,,04
1870,BAHAMAS,4/9/2002,2002.0,Unprovoked,Abaco Islands,Walkers Cay,Standing,M,43,Calf bitten,N,10h45,"Bull shark, 400-lb ",04
1871,USA,4/2/2002,2002.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Wading,M,41,Two half-inch lacerations on right heel and one near small toe,N,15h00,3'  shark,04
1872,USA,4/1/2002,2002.0,Unprovoked,Florida,"Lauderdale-By-The-Sea, Broward County",Swimming / Wading,M,29,Upper left arm bitten,N,11h30,0.9 m [3'] shark,04
1873,USA,3/25/2002,2002.0,Unprovoked,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",Body-boarding,M,17,Left leg severed below knee,N,12h00,Tiger shark,03
1874,USA,3/25/2002,2002.0,Unprovoked,Florida,"Cocoa Beach, Brevard County",Wading,F,11,Foot bitten,N,10h10,  ,03
1875,BRAZIL,3/24/2002,2002.0,Unprovoked,Pernambuco,"Boa Viagem Beach, Recife",Swimming,M,16,"Severe kacerations, FATAL",Y,17h00,,03
1876,USA,3/19/2002,2002.0,Unprovoked,Florida,"Daytona Beach Shores, Volusia County",Swimming /  boogie boarding,M,20,Punctures on left foot and foot ,N,15h45,4' shark,03
1877,USA,3/15/2002,2002.0,Unprovoked,Florida,"Deerfield Beach (near Boca Raton), Broward County",Snorkeling,M,39,Arm bitten,N,Morning,"Nurse shark, 1m ",03
1878,USA,3/15/2002,2002.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,Several  puncture wounds on lower right leg,N,10h55,"Spinner shark, 3' to 4' ",03
1880,TURKS & CAICOS,2/23/2002,2002.0,Unprovoked,other,other,Capsized fishing boat,M,0,FATAL,Y,,,02
1881,AUSTRALIA,2/16/2002,2002.0,Unprovoked,Queensland,Sunshine Beach,Surfing,M,30 or 36,Heel / foot bitten,N,09h00 -10h00,"1.5 m [5'] ""whaler shark""",02
1882,FIJI,2/11/2002,2002.0,Unprovoked,Cikobia Island (north of Vanua Levu),other,other,M,15,"FATAL, lower thigh & knee severely lacerated ",Y,20h00,,02
1884,AUSTRALIA,1/30/2002,2002.0,Unprovoked,New South Wales,Just north of Fingal Spit,Surfing,M,20,Bruises & minor cuts,N,20h45 (Sunset),"Tiger shark, 3 m [10']",01
1885,AUSTRALIA,1/30/2002,2002.0,Unprovoked,Western Australia,Collie River ,Swimming,M,32,15 cm wound on inner thigh,N,,,01
1886,SOUTH AFRICA,1/4/2002,2002.0,Unprovoked,KwaZulu-Natal,Durban Harbor,Fishing,M,16,Leg bitten & surgically amputated,N,02h00,Zambesi shark?,01
1887,BRAZIL,1/3/2002,2002.0,Unprovoked,Pernambuco,Candeias,Swimming,UNKNOWN,0,FATAL,Y,,,01
1888,SOUTH AFRICA,1/1/2002,2002.0,Unprovoked,KwaZulu-Natal,Mtunzini,Surf skiing,M,26,Foot & calf bitten,N,Sunset,Unidentified,01
1889,USA,1/1/2002,2002.0,Unprovoked,Hawaii,"Olowalu, Maui",Snorkeling,M,35,Lacerations to buttocks & thigh,N,13h00,"Tiger shark, 1.8 m [6'] ",01
1891,AUSTRALIA,11/23/2001,2001.0,Unprovoked,New South Wales,"Flat Rock Beach, Lennox Head",Surfing,M,49,"No Injury, shark hit board",N,,Bronze whaler shark,11
1892,USA,11/14/2001,2001.0,Unprovoked,Hawaii,"Kapalua, Maui",Surfing,UNKNOWN,0,"No injury, portion of board's lower surface removed",N,17h00,,11
1894,SOUTH AFRICA,10/7/2001,2001.0,Unprovoked,KwaZulu-Natal,Salt Rock ,Kite-Boarding,M,0,No injury,N,,"Mako shark, 2 m [6.75'] ",10
1895,AUSTRALIA,10/2/2001,2001.0,Unprovoked,Queensland,200 miles offshore,Snorkeling,F,20,Lacerations to right forearm & shoulder injured,N,13h00,Bronze whaler shark?,10
1896,MEXICO,9/30/2001,2001.0,Unprovoked,Guerrero,Ixtapa,Body surfing,M,26,Hand injured,N,Late morning,"Tiger shark, 1.8 m [6']",09
1899,USA,9/18/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,"1"" to 2"" cuts on right ankle & foot",N,15h00,,09
1901,USA,9/15/2001,2001.0,Unprovoked,Florida,A quarter mile north of Fort Pierce Inlet,Boogie boarding,M,6½,"2 lacerations on lower back, punctures on buttock",N,15h00,2' to 3.5' shark,09
1902,USA,9/15/2001,2001.0,Unprovoked,North Carolina,"North Topsail Beach, Onslow County",Surfing,M,16,Foot bitten,N,13h45,,09
1905,USA,9/7/2001,2001.0,Unprovoked,Florida,"Key Biscayne, Dade County",Walking in shallows,M,13,Minor injury to left leg,N,18h40,,09
1907,USA,9/3/2001,2001.0,Unprovoked,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming ,M,28,FATAL,Y,18h00,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,09
1908,USA,9/3/2001,2001.0,Unprovoked,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming,F,23,Left buttock & foot  severed,N,18h00,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,09
1909,USA,9/2/2001,2001.0,Unprovoked,Florida,"Mayport Naval Station, Jacksonville, Duval Country",Wading,M,20,Right calf lacerated,N,Afternoon,1.5 m [5'] shark,09
1910,USA,9/1/2001,2001.0,Unprovoked,Virginia,"Sandbridge Beach, Princess Anne County",Swimming ,M,10,"FATAL, thigh bitten ",Y,18h00,bull shark,09
1911,BAHAMAS,8/31/2001,2001.0,Unprovoked,Abaco Islands,North of Grand Cay,Spearfishing,M,44,Torso lacerated,N,13h30,3 m [10'] bull shark,08
1912,USA,8/29/2001,2001.0,Unprovoked,Florida,"Coquina Beach, Anna Maria Island, Manatee County",Standing,F,29,Punctures & lacerations on elbow & forearm,N,13h30,,08
1913,USA,8/27/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Wading,M,69,Heel lacerated,N,16h20,,08
1914,USA,8/26/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,M,18,Thigh & foot bitten,N,16h00,,08
1915,USA,8/25/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,M,18,Upper left thigh & right foot bitten,N,14h00,,08
1916,USA,8/22/2001,2001.0,Unprovoked,Florida,"Daytona, Volusia County ",Surfing,M,17,Foot lacerated,N,16h20,a small shark,08
1917,USA,8/21/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27,Thigh lacerated,N,16h00,,08
1918,USA,8/19/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,32,Cuts on right foot,N,13h14,,08
1919,USA,8/19/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,F,17,Lacerations to lower leg,N,13h06,,08
1920,USA,8/19/2001,2001.0,Unprovoked,Florida,"Wilbur-by-the-Sea, Volusia County",Surfing,F,17,Left foot lacerated,N,11h20,,08
1921,USA,8/18/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,Cuts on right foot,N,12h30,Possibly  a blacktip or spinner shark,08
1922,USA,8/18/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Back of left hand gashed,N,12h05,"3' shark, possibly  a blacktip or spinner shark",08
1923,USA,8/18/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Left ankle bitten,N,10h00,"Blacktip shark, 5' to 6' ",08
1924,BAHAMAS,8/16/2001,2001.0,Unprovoked,Grand Bahama Island,"High Rock, 25 to 30 miles east of Freeport",Spearfishing,M,43,Calf bitten,N,16h00,1.9 m [6.5'] bull shark,08
1925,THAILAND,8/12/2001,2001.0,Unprovoked,Rayong Province,Laem Mae Pim Beach,Fell off banana boat,M,21 & ?,Legs bitten,N,,3 m [10'] shark,08
1926,USA,8/5/2001,2001.0,Unprovoked,South Carolina,"Near 70th Avenue, Myrtle Beach, Horry County",other,F,0,Toe bitten,N,,,08
1927,BAHAMAS,8/4/2001,2001.0,Unprovoked,Grand Bahama Island,Freeport,Swimming,M,36,"Leg bitten, later surgically amputated above the knee",N,10h20,,08
1929,USA,7/26/2001,2001.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",other,F,0,Survived,N,,,07
1930,USA,7/25/2001,2001.0,Unprovoked,Florida,"Taverniier, Monroe County",other,M,0,Minor injury,N,16h00,,07
1931,USA,7/24/2001,2001.0,Unprovoked,Florida,"Marathon , Monroe County",other,F,0,2 bites behind knee,N,,Nurse shark,07
1933,USA,7/15/2001,2001.0,Unprovoked,Florida,"Santa Rosa Island, Escambia County",Surfing,M,48,Left foot & heel lacerated,N,14h30,,07
1934,USA,7/15/2001,2001.0,Unprovoked,Florida,"Amelia Island, Nassau County",Boogie boarding,M,18,Foot lacerated,N,14h30,0.9 m  [3'] shark,07
1935,MEXICO,7/6/2001,2001.0,Unprovoked,Baja California,Ensenada,Surfing,M,42,Foot bitten,N,Evening,,07
1936,USA,7/6/2001,2001.0,Unprovoked,Florida,Gulf Islands National Seashore,Swimming,M,8,"Arm severed, surgically reattached",N,Dusk,"Bull shark, 2.3 m [7.5'] ",07
1937,USA,7/3/2001,2001.0,Unprovoked,South Carolina,"Isle of Palms, Charleston County ",other,UNKNOWN,0,Hand bitten,N,,,07
1938,USA,7/1/2022,2001.0,Unprovoked,Georgia,"Jekyll Island, Glynn County",Floating face-down in knee-deep water,M,35,2-inch cut on dorsum of left foot,N,18h30,,07
1939,USA,6/12/2001,2001.0,Unprovoked,Texas,Padre Island National Seashore,Swimming,M,14,Leg lacerated,N,,1.5 m [5'] shark,06
1942,USA,6/3/2001,2001.0,Unprovoked,South Carolina,"Off 21st Avenue, Isle of Palms, Charleston County",Wading,F,29,3 puncture wounds on each side of her left  hand,N,Shortly before 13h00,2' shark,06
1943,USA,5/29/2001,2001.0,Unprovoked,Texas,Galveston Island,other,M,16,Survived,N,,,05
1944,USA,5/23/2001,2001.0,Unprovoked,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,M,11,Shin lacerated,N,,1.2 m to 1.5 m [4.5' to 5'] shark,05
1945,USA,5/20/2001,2001.0,Unprovoked,South Carolina,"Fripp Island, Beaufort County",Swimming,M,0,5.5-inch laceration on calf,N,19h00,,05
1948,SOUTH AFRICA,5/8/2001,2001.0,Unprovoked,Eastern Cape Province,East London,Surfing,M,26,Leg bitten,N,,"White shark, 2.7 m to 3 m [9' to 10'] ",05
1949,AUSTRALIA,5/4/2001,2001.0,Unprovoked,New South Wales,Noraville,Surfing,M,33 or 37,"Chest lacerated, surfboard bitten",N,17h45,,05
1950,USA,5/3/2001,2001.0,Unprovoked,Florida,"Jacksonville, Duval County",Surfing,M,45,Foot lacerated ,N,19h00,1.2 m to 1.5 m [4' to 5'] shark,05
1951,FIJI,5/1/2022,2001.0,Unprovoked,Taveuni,other,"Spearfishing, carrying his catch",M,0,FATAL,Y,,,05
1952,USA,4/28/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,14,4 small lacerations on lower right leg,N,15h49,,04
1953,USA,4/13/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Foot & ankle lacerated,N,11h00,,04
1954,USA,4/13/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,12,Right foot & ankle lacerated,N,10h55,Possibly a juvenile blacktip or spinner shark,04
1955,USA,4/12/2001,2001.0,Unprovoked,Florida,"Waveland Beach, Hutchinson Island, St Lucie County",other,M,mid-30s,Right ankle & lower leg lacerated,N,16h00,,04
1956,USA,4/12/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,38,Foot & ankle lacerated,N,16h45,,04
1957,USA,4/12/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Small cuts on big & pinky toes of left foot,N,16h05,Possibly a juvenile blacktip or spinner shark,04
1958,USA,4/12/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Body boarding,M,12,Foot & ankle lacerated,N,12h34,Possibly a juvenile blacktip or spinner shark,04
1959,USA,4/12/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach / Waveland, Volusia County",Surfing,M,22,Foot lacerated,N,11h53,Possibly a 1.5 m [5'] blacktip or spinner shark,04
1960,USA,4/11/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Minor cuts on right heel & foot,N,0.836111111,Possibly a juvenile blacktip or spinner shark,04
1961,USA,4/11/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach / Waveland, Volusia County",Surfing,M,22,Lacerations to top & bottom of left foot,N,12h46,,04
1962,USA,4/11/2001,2001.0,Unprovoked,Hawaii,"Ewa Beach, O'ahu",Surfing,M,0,Minor punctures & lacerations on left hand ,N,07h00,"1 m shark, possibly whitetip reef shark",04
1963,USA,4/10/2001,2001.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,UNKNOWN,16,Foot lacerated,N,,Possibly a juvenile blacktip or spinner shark,04
1964,SOUTH AFRICA,4/8/2001,2001.0,Unprovoked,Eastern Cape Province,Cape St. Francis,Surfing,M,46,"Thigh, hip & buttock bitten",N,09h30,"White shark, 2.7 m [9'] ",04
1966,USA,4/5/2001,2001.0,Unprovoked,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Standing alongside surfboard,M,26,Minor lacerations to dorsum of left foot,N,14h45,"""small shark""",04
